bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,826386,95.5633,0.8882,0.3736,-0.5147,13.8603,3.5572,1.5872,-1.9700
0.02,0.05,zero,25630,79.8049,7.5458,5.7472,-1.7987,36.0819,17.4600,13.8900,-3.5700
0.05,0.1,zero,10077,52.0790,27.6372,24.1639,-3.4733,67.5459,48.7645,46.6905,-2.0740
0.1,0.2,zero,12277,29.8852,55.5022,49.6212,-5.8809,81.8099,77.6818,75.7025,-1.9793
0.2,0.3,zero,11642,17.9007,72.0581,66.9043,-5.1538,85.8100,86.4886,84.9854,-1.5032
0.3,0.4,zero,12782,10.8277,80.8011,77.2571,-3.5440,86.4043,89.6886,88.5542,-1.1344
0.4,1.01,zero,682890,0.5254,84.2576,84.0330,-0.2246,83.6790,85.5177,85.2473,-0.2705
0.0,0.02,random,826386,95.5199,0.8882,0.3737,-0.5145,13.9421,3.5572,1.5882,-1.9689
0.02,0.05,random,25630,79.6371,7.5458,5.7277,-1.8182,36.2497,17.4600,13.9251,-3.5349
0.05,0.1,random,10077,51.6721,27.6372,24.3624,-3.2748,67.6908,48.7645,46.7996,-1.9649
0.1,0.2,random,12277,29.6489,55.5022,49.6701,-5.8320,81.9418,77.6818,75.6944,-1.9875
0.2,0.3,random,11642,17.6774,72.0581,67.0332,-5.0249,85.9182,86.4886,85.0026,-1.4860
0.3,0.4,random,12782,10.7104,80.8011,77.3197,-3.4815,86.4716,89.6886,88.5777,-1.1109
0.4,1.01,random,682890,0.5086,84.2576,84.0474,-0.2103,83.6833,85.5177,85.2473,-0.2705
