bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,693301,98.7813,0.7451,0.8040,0.0588,4.3785,3.1692,2.0283,-1.1409
0.02,0.05,zero,131786,96.3585,2.5154,4.1180,1.6026,9.2369,8.3150,7.1404,-1.1746
0.05,0.1,zero,44329,87.5950,8.7527,15.5406,6.7879,23.0829,23.5106,24.5347,1.0242
0.1,0.2,zero,27661,66.0822,25.0569,40.1974,15.1405,50.5752,56.6321,60.6305,3.9984
0.2,0.3,zero,17140,48.0455,40.0058,56.0385,16.0327,65.8191,76.8786,81.2135,4.3349
0.3,0.4,zero,14647,39.2572,48.5424,60.5653,12.0229,69.4777,82.1329,85.8469,3.7141
0.4,1.01,zero,652820,5.4580,81.1150,79.0083,-2.1067,71.9855,84.4369,84.1881,-0.2488
0.0,0.02,random,693301,98.7032,0.7451,0.7666,0.0215,4.5783,3.1692,2.0345,-1.1347
0.02,0.05,random,131786,96.3555,2.5154,3.7933,1.2778,9.4490,8.3150,7.0630,-1.2520
0.05,0.1,random,44329,87.8680,8.7527,14.2187,5.4659,23.2448,23.5106,24.3249,0.8144
0.1,0.2,random,27661,67.1776,25.0569,37.1245,12.0675,50.2628,56.6321,59.8821,3.2501
0.2,0.3,random,17140,49.8308,40.0058,51.8378,11.8320,65.2824,76.8786,80.2100,3.3314
0.3,0.4,random,14647,41.3054,48.5424,56.2846,7.7422,68.8714,82.1329,84.9799,2.8470
0.4,1.01,random,652820,6.6937,81.1150,77.5638,-3.5512,72.8749,84.4369,84.0852,-0.3517
